"Latitude","Longitude","TRACT","TOWN","MEDV","CRIM","ZN","INDUS","CHAS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT"
0.624173542079188,1.34458282103926,2011,"Nahant",3.17805383034795,-0.419366929213216,0.284548269340465,-1.2866362317172,-0.272329067679209,-0.227305070017234,0.413262920453086,-0.119894767215808,0.408699828344733,-2.13487645819434,-0.665949179488735,-1.4575579672896,0.525597718163396,-1.2739995013757
1.15025773472196,1.41089111548042,2021,"Swampscott",3.07269331469012,-0.416926669964097,-0.487240187226824,-0.592794378242936,-0.272329067679209,-0.726419722947843,0.194082387437015,0.366803426432622,0.768800744060778,-1.34255729172209,-0.986353380438696,-0.302794499749459,0.525597718163396,-0.263449927064075
1.07741530804834,1.59655433991577,2022,"Swampscott",3.54673968695281,-0.416928995127746,-0.487240187226824,-0.592794378242936,-0.272329067679209,-0.726419722947843,1.28144555123103,-0.265548971154389,0.768800744060778,-1.34255729172209,-0.986353380438696,-0.302794499749459,0.448844609273837,-1.62624873296329
1.23928736732301,1.70264761102184,2031,"Marblehead",3.50855589998265,-0.416338403561022,-0.487240187226824,-1.305585694102,-0.272329067679209,-0.79966745427685,1.01529776114009,-0.809087829754461,1.13806751054895,-0.879080290733182,-1.10502160301276,0.112920348564992,0.482692057460661,-2.15106373726706
1.3202233969604,1.78221756435131,2032,"Marblehead",3.58905911883173,-0.412074053429642,-0.487240187226824,-1.305585694102,-0.272329067679209,-0.79966745427685,1.22736204308421,-0.510674338758343,1.13806751054895,-0.879080290733182,-1.10502160301276,0.112920348564992,0.525597718163396,-1.16096517739187
1.41734663252523,1.85515668823662,2033,"Marblehead",3.35689712276558,-0.416631374180735,-0.487240187226824,-1.305585694102,-0.272329067679209,-0.79966745427685,0.206891639366525,-0.350809968581852,1.13806751054895,-0.879080290733182,-1.10502160301276,0.112920348564992,0.473086261926647,-1.19886118395695
1.30403619103285,1.59655433991577,2041,"Salem",3.13113691056019,-0.409837245999768,0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.334105822140376,-0.388026950248526,-0.0701591853831221,0.977961321796374,-0.295168325444688,-0.57694801255819,-1.50374850599121,0.500996130489272,0.248210827977713
1.51446986809005,1.5766618515835,2042,"Salem",3.29953372788566,-0.403296560656489,0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.334105822140376,-0.160306915946114,0.977840574662768,1.10359871146802,-0.295168325444688,-0.57694801255819,-1.50374850599121,0.525597718163396,0.96745867970622
1.54684427994492,1.6363393165805,2043,"Salem",2.80336038090653,-0.395543302470509,0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.334105822140376,-0.930285281931143,1.11638969548239,1.14414161242468,-0.295168325444688,-0.57694801255819,-1.50374850599121,0.333441484632941,1.71061900116361
1.61159310365488,1.68938595213354,2044,"Salem",2.9391619220656,-0.400333139586454,0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.334105822140376,-0.399412951963647,0.615481335596054,1.29338162632714,-0.295168325444688,-0.57694801255819,-1.50374850599121,0.334918884491249,0.779031516002697
1.61159310365488,1.60981599880407,2045,"Salem",2.70805020110221,-0.393956378280396,0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.334105822140376,0.131459378003851,0.913894826592171,1.22306893287866,-0.295168325444688,-0.57694801255819,-1.50374850599121,0.443030921147891,1.07676324407206
1.62778030958231,1.49046106880988,2046,"Salem",2.9391619220656,-0.406444832236582,0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.334105822140376,-0.392296700891695,0.508905088811726,1.18769015762931,-0.295168325444688,-0.57694801255819,-1.50374850599121,0.525597718163396,0.357037395710174
1.44972104438009,1.3976294565923,2047,"Salem",3.07731226054641,-0.40919898857825,0.0487240187226824,-0.476182302028774,-0.272329067679209,-0.334105822140376,-0.563086726618504,-1.05066065579894,0.9410649679258,-0.295168325444688,-0.57694801255819,-1.50374850599121,0.405260390794067,0.63793943382741
1.22310016139558,1.21859706160091,2051,"Lynn",3.01553490085017,-0.346886927961638,-0.487240187226824,-0.436825726306494,-0.272329067679209,-0.227305070017234,-0.4776917137551,-0.240681180238046,0.669311294159667,-0.550238125249842,-0.600681657073002,1.17530273870192,0.525597718163396,-0.431925972725419
1.14216413175818,1.11913461993918,2052,"Lynn",2.90142159408275,-0.345933610865746,-0.487240187226824,-0.436825726306494,-0.272329067679209,-0.227305070017234,-0.268473932239759,0.565745753763367,0.570001420959958,-0.550238125249842,-0.600681657073002,1.17530273870192,0.212425606638978,-0.0710816146449739
1.25547457325044,1.05945715494199,2053,"Lynn",2.99071973173045,-0.347162459853987,-0.487240187226824,-0.436825726306494,-0.272329067679209,-0.227305070017234,-0.641365488409959,-0.428965882890359,0.585183713038465,-0.550238125249842,-0.600681657073002,1.17530273870192,0.501374006115308,-0.390144839952193
1.32831699992406,0.920209736615522,2054,"Lynn",3.13983261752775,-0.297573694722062,-0.487240187226824,-0.436825726306494,-0.272329067679209,-0.227305070017234,-0.497617216756562,-1.39525718706826,0.585183713038465,-0.550238125249842,-0.600681657073002,1.17530273870192,0.337505068556413,-0.81034686947156
1.1097897199032,1.03956466660972,2055,"Lynn",2.86220088092947,-0.328932014267789,-0.487240187226824,-0.436825726306494,-0.272329067679209,-0.227305070017234,-0.419338454965107,0.466274590097995,0.483264502308812,-0.550238125249842,-0.600681657073002,1.17530273870192,0.335657698858812,0.523954001170174
